Aliment,Calories,Fibres,Glucides,Gras,IG,CG,Proteines,Famille_regroupee
"Champignon, tout type, appertisé, égoutté",24.9,2.4,2.56,0.29,50.0,1.3,1.0,Fruits et légumes
"Salade ou chicorée frisée, crue",50.0,2.45,2.4,0.25,15.0,0.4,1.0,Fruits et légumes
"Chou de Bruxelles, cuit",50.0,3.2,4.2,0.11,50.0,2.1,1.0,Fruits et légumes
"Chou rouge, cru",30.0,2.8,4.33,0.5,50.0,2.2,1.0,Fruits et légumes
"Chou vert, cuit",50.0,2.4,3.04,0.45,50.0,1.5,1.0,Fruits et légumes
"Chou-fleur, cru",26.2,2.2,2.13,0.7,50.0,1.1,1.0,Fruits et légumes
"Chou-fleur, cuit",20.9,2.0,1.6,0.46,50.0,0.8,1.0,Fruits et légumes
"Coeur de palmier, appertisé, égoutté",50.0,2.32,4.03,0.5,50.0,2.0,1.0,Fruits et légumes
"Concombre, pulpe et peau, cru",15.6,0.6,2.54,0.11,50.0,1.3,1.0,Fruits et légumes
"Jus multifruit, pur jus, multivitaminé",0.0,0.25,11.3,0.1,45.0,5.1,0.0,Boissons
"Courgette, pulpe et peau, crue",16.5,1.05,1.8,0.26,50.0,0.9,1.0,Fruits et légumes
"Courgette, pulpe et peau, cuite",15.5,1.5,1.4,0.36,50.0,0.7,1.0,Fruits et légumes
"Cresson de fontaine, cru",50.0,0.85,0.9,0.15,50.0,0.4,1.0,Fruits et légumes
"Céleri branche, cru",17.6,2.2,2.41,0.5,50.0,1.2,1.0,Fruits et légumes
"Céleri branche, cuit",50.0,1.6,1.2,0.16,50.0,0.6,1.0,Fruits et légumes
"Céleri-rave, cuit",50.0,2.6,4.6,0.86,50.0,2.3,1.0,Fruits et légumes
"Endive, crue",20.2,1.1,2.83,0.5,50.0,1.4,1.0,Fruits et légumes
"épinard, cuit",50.0,2.7,0.5,0.14,50.0,0.2,1.0,Fruits et légumes
"Fenouil, cru",21.8,2.6,2.63,0.5,50.0,1.3,1.0,Fruits et légumes
"Haricot mungo germé ou pousse de ""soja"", appertisé, égoutté",50.0,1.63,2.36,0.12,50.0,1.2,1.0,Fruits et légumes
"Haricot vert, cuit",29.4,4.0,3.0,0.17,50.0,1.5,1.0,Fruits et légumes
"Laitue, crue",50.0,1.2,1.33,0.2,30.0,0.4,1.0,Fruits et légumes
"Navet, cuit",50.0,2.2,3.8,0.2,50.0,1.9,1.0,Fruits et légumes
"Oignon, cru",50.0,1.7,6.25,0.62,50.0,3.1,1.0,Fruits et légumes
"Oignon, cuit",50.0,1.4,6.2,0.2,50.0,3.1,1.0,Fruits et légumes
"Petits pois, appertisés, égouttés",81.5,5.75,10.7,0.8,50.0,5.4,1.0,Fruits et légumes
"Petits pois, cuits",50.0,5.8,4.7,0.87,50.0,2.4,1.0,Fruits et légumes
"Pissenlit, cru",50.0,2.7,6.1,0.85,50.0,3.0,1.0,Fruits et légumes
"Poireau, cru",32.3,2.27,4.9,0.25,50.0,2.4,1.0,Fruits et légumes
Jus de fruits (aliment moyen),47.0,0.29,9.58,0.14,45.0,4.3,0.0,Boissons
"Poireau, cuit",50.0,3.2,3.0,0.2,50.0,1.5,1.0,Fruits et légumes
"Poivron, vert, jaune ou rouge, cru",50.0,1.5,4.55,0.27,50.0,2.3,1.0,Fruits et légumes
"Potiron, appertisé, égoutté",50.0,2.9,5.19,0.28,50.0,2.6,1.0,Fruits et légumes
"Potiron, cru",50.0,0.5,3.5,0.1,50.0,1.8,1.0,Fruits et légumes
"Radis rouge, cru",14.5,1.4,1.53,0.5,50.0,0.8,1.0,Fruits et légumes
"Salsifis, cuit",50.0,3.1,12.3,0.17,50.0,6.2,1.0,Fruits et légumes
"Tomate, crue",19.3,1.2,2.49,0.26,15.0,0.4,1.0,Fruits et légumes
"Tomate, pelée, appertisée, égouttée",18.3,1.27,1.89,0.28,15.0,0.3,1.0,Fruits et légumes
"Maés doux, en épis, cuit",50.0,2.4,18.6,1.5,50.0,9.3,1.0,Fruits et légumes
"Topinambour, cuit",81.9,2.2,16.0,0.7,50.0,8.0,1.0,Fruits et légumes
"Macédoine de légumes, appertisée, égouttée",40.4,3.16,5.59,0.28,50.0,2.8,1.0,Fruits et légumes
"Artichaut, cru",50.0,5.4,4.92,0.18,50.0,2.5,1.0,Fruits et légumes
"Aubergine, crue",50.0,2.7,2.39,0.14,50.0,1.2,1.0,Fruits et légumes
"Cardon, cru",50.0,1.6,1.7,0.1,50.0,0.8,1.0,Fruits et légumes
"Céleri-rave, cru",29.3,4.5,3.98,0.5,50.0,2.0,1.0,Fruits et légumes
"Champignon de Paris ou champignon de couche, cru",28.0,1.0,3.15,0.36,50.0,1.6,1.0,Fruits et légumes
"Brocoli, cru",50.0,2.9,1.7,0.48,15.0,0.3,1.0,Fruits et légumes
"Chou de Bruxelles, cru",50.0,3.95,5.67,0.4,50.0,2.8,1.0,Fruits et légumes
"épinard, cru",50.0,2.37,2.25,0.5,50.0,1.1,1.0,Fruits et légumes
"Jus de carotte, pur jus",0.0,0.33,6.55,0.1,15.0,1.0,0.0,Boissons
"épinard, appertisé, égoutté",50.0,2.4,0.93,0.5,50.0,0.5,1.0,Fruits et légumes
"Haricot vert, cru",50.0,2.85,4.14,0.21,50.0,2.1,1.0,Fruits et légumes
"Haricot vert, appertisé, égoutté",23.1,3.36,2.07,0.31,50.0,1.0,1.0,Fruits et légumes
"Haricot beurre, appertisé, égoutté",50.0,1.68,3.48,0.23,50.0,1.7,1.0,Fruits et légumes
"Navet, pelé, cru",50.0,1.9,4.7,0.1,50.0,2.4,1.0,Fruits et légumes
"Chou-rave, cru",50.0,3.6,2.35,0.1,50.0,1.2,1.0,Fruits et légumes
"Maés doux, appertisé, égoutté",106.0,3.1,18.4,1.68,50.0,9.2,1.0,Fruits et légumes
"Artichaut, appertisé, égoutté",50.0,3.0,6.5,0.2,50.0,3.2,1.0,Fruits et légumes
"Tomate, concentré, appertisé",99.2,4.2,17.1,0.53,15.0,2.6,1.0,Fruits et légumes
"Chou vert, cru",50.0,3.08,1.92,0.41,50.0,1.0,1.0,Fruits et légumes
"Jus de citron, maison",0.0,0.3,2.41,0.24,50.0,1.2,0.0,Boissons
"Haricot vert, surgelé, cru",34.0,3.68,4.35,0.17,50.0,2.2,1.0,Fruits et légumes
"Haricot vert, surgelé, cuit",36.3,3.3,5.1,0.19,50.0,2.6,1.0,Fruits et légumes
"Petits pois, crus",50.0,5.5,7.0,0.55,50.0,3.5,1.0,Fruits et légumes
"Asperge, pelée, crue",50.0,1.95,2.4,0.21,50.0,1.2,1.0,Fruits et légumes
"Artichaut, cuit é la vapeur sous pression",47.3,10.9,3.24,0.3,50.0,1.6,1.0,Fruits et légumes
"Asperge, appertisée, égouttée",50.0,1.5,1.43,0.27,50.0,0.7,1.0,Fruits et légumes
"Chou de Bruxelles, appertisé, égoutté",50.0,3.3,4.1,0.53,50.0,2.0,1.0,Fruits et légumes
"Céleri branche, appertisé, égoutté",13.1,2.0,1.38,0.15,50.0,0.7,1.0,Fruits et légumes
"Champignon de Paris ou champignon de couche, appertisé, égoutté",19.4,2.5,0.7,0.37,50.0,0.4,1.0,Fruits et légumes
Cocktail sans alcool (é base de jus de fruits et de sirop),0.0,0.0,12.8,0.0,45.0,5.8,0.0,Boissons
"Salsifis, appertisé, égoutté",50.0,2.5,4.25,0.15,50.0,2.1,1.0,Fruits et légumes
"Chou-fleur, surgelé, cru",50.0,1.82,2.64,0.37,50.0,1.3,1.0,Fruits et légumes
"épinard, surgelé, cru",50.0,2.7,0.89,0.49,50.0,0.4,1.0,Fruits et légumes
"Petits pois, surgelés, crus",50.0,6.45,8.77,0.44,50.0,4.4,1.0,Fruits et légumes
"Poivron vert, cru",26.0,3.2,3.43,0.5,50.0,1.7,1.0,Fruits et légumes
"Poivron vert, cuit",50.0,1.2,2.36,0.2,50.0,1.2,1.0,Fruits et légumes
"Poivron rouge, cru",36.6,3.2,5.98,0.5,50.0,3.0,1.0,Fruits et légumes
"Poivron rouge, cuit",50.0,2.2,7.0,0.3,50.0,3.5,1.0,Fruits et légumes
"Radis noir, cru",29.2,1.2,5.52,0.3,50.0,2.8,1.0,Fruits et légumes
"Nectar multifruit - base pomme, standard",0.0,0.0,10.0,0.1,45.0,4.5,0.0,Boissons
"Scarole, crue",50.0,3.1,0.3,0.2,50.0,0.2,1.0,Fruits et légumes
"Betterave rouge, crue",50.0,2.55,9.1,0.24,50.0,4.6,1.0,Fruits et légumes
"Carotte, déshydratée",50.0,23.6,56.0,1.49,15.0,8.4,1.0,Fruits et légumes
"Petits pois et carottes, appertisés, égouttés",49.0,3.27,7.39,0.33,15.0,1.1,1.0,Fruits et légumes
"Chou-rave, bouilli/cuit é l'eau",50.0,1.1,4.4,0.11,50.0,2.2,1.0,Fruits et légumes
"Chou rouge, bouilli/cuit é l'eau",50.0,2.6,3.32,0.09,50.0,1.7,1.0,Fruits et légumes
"Potiron, cuit",50.0,2.0,4.5,0.07,50.0,2.2,1.0,Fruits et légumes
"échalote, crue",63.6,2.6,12.2,0.5,50.0,6.1,1.0,Fruits et légumes
"Méche, crue",16.8,2.3,0.5,0.5,50.0,0.2,1.0,Fruits et légumes
"Nectar multifruit - base pomme, multivitaminé",0.0,0.0,9.1,0.1,45.0,4.1,0.0,Boissons
"Légumes, mélange surgelé, crus",65.1,4.7,5.71,2.65,50.0,2.9,1.0,Fruits et légumes
"Champignon de Paris ou champignon de couche, bouilli/cuit é l'eau",28.7,2.2,3.0,0.47,50.0,1.5,1.0,Fruits et légumes
"Champignon, chanterelle ou girolle, crue",33.1,4.23,2.3,0.78,50.0,1.2,1.0,Fruits et légumes
"Champignon, morille, crue",24.5,3.35,0.1,0.54,50.0,0.0,1.0,Fruits et légumes
"Champignon, truffe noire, crue",50.0,8.5,0.0,0.51,50.0,0.0,1.0,Fruits et légumes
"Maés doux, en épis, surgelé, cru",50.0,2.65,17.0,1.19,50.0,8.5,1.0,Fruits et légumes
"Jus multifruit - base orange, multivitaminé",37.0,0.5,11.7,0.8,45.0,5.3,1.1,Boissons
"Oseille, crue",50.0,1.8,1.6,0.65,50.0,0.8,1.0,Fruits et légumes
"Champignon, pleurote, crue",25.5,2.4,1.5,0.36,50.0,0.8,1.0,Fruits et légumes
"Chou blanc, cru",36.5,3.5,4.63,0.6,50.0,2.3,1.0,Fruits et légumes
"Fenouil, bouilli/cuit é l'eau",50.0,2.0,0.8,0.1,50.0,0.4,1.0,Fruits et légumes
"Tomate verte, crue",50.0,1.1,4.0,0.2,15.0,0.6,1.0,Fruits et légumes
"Jus d'orange, é base de concentré",37.0,0.25,9.59,0.13,45.0,4.3,1.1,Boissons
"épinard, surgelé, cuit",50.0,3.7,0.51,0.87,50.0,0.3,1.0,Fruits et légumes
"Chou-fleur, surgelé, cuit",18.0,2.7,1.05,0.22,50.0,0.5,1.0,Fruits et légumes
"Batavia, crue",17.9,2.1,1.78,0.5,50.0,0.9,1.0,Fruits et légumes
"Petits pois, surgelés, cuits",50.0,5.5,7.95,0.27,50.0,4.0,1.0,Fruits et légumes
"Champignon de Paris ou champignon de couche, sauté/poélé, sans matiére grasse",38.4,0.9,4.53,0.6,50.0,2.3,1.0,Fruits et légumes
"Haricot de Lima, cru",105.0,4.9,15.3,0.86,50.0,7.6,1.0,Fruits et légumes
"Courge musquée, pulpe, crue",50.0,1.0,4.6,0.1,50.0,2.3,1.0,Fruits et légumes
"Jus d'orange, maison",37.0,0.2,9.4,0.2,45.0,4.2,1.1,Boissons
"Potimarron, pulpe, cru",50.0,1.1,3.1,0.1,50.0,1.6,1.0,Fruits et légumes
"Panais, cuit",67.8,3.6,13.4,0.3,50.0,6.7,1.0,Fruits et légumes
"Courge hokkaédo, pulpe, crue",50.0,2.6,9.98,0.6,50.0,5.0,1.0,Fruits et légumes
Fondue de poireau,50.0,3.6,0.0,5.2,50.0,0.0,1.0,Fruits et légumes
"Courge melonnette, pulpe, crue",34.0,1.35,5.98,0.13,50.0,3.0,0.8,Fruits et légumes
"Courge doubeurre (butternut), pulpe, crue",50.0,2.0,5.4,0.1,50.0,2.7,1.0,Fruits et légumes
"Courge, crue",50.0,1.3,1.6,0.17,50.0,0.8,1.0,Fruits et légumes
"Jus de pomme, é base de concentré",48.5,0.3,11.3,0.098,45.0,5.1,0.0,Boissons
"Courge doubeurre (butternut), pulpe, cuite",50.0,2.0,0.0,0.07,50.0,0.0,1.0,Fruits et légumes
"Courge spaghetti, pulpe, cuite",50.0,1.4,5.06,0.26,55.0,2.8,1.0,Fruits et légumes
"Courge spaghetti, pulpe, crue",50.0,1.5,5.41,0.57,55.0,3.0,1.0,Fruits et légumes
"Jus de pamplemousse (pomélo), é base de concentré",40.9,0.21,8.41,0.1,50.0,4.2,0.0,Boissons
"Piment, cru",50.0,1.65,7.7,0.32,50.0,3.8,1.0,Fruits et légumes
"Artichaut, coeur, appertisé, égoutté",26.0,3.2,2.31,0.5,50.0,1.2,1.0,Fruits et légumes
"Artichaut, fond, appertisé, égoutté",25.2,2.6,3.02,0.5,50.0,1.5,1.0,Fruits et légumes
"Tétragone cornue, cuite",50.0,1.4,1.0,0.17,50.0,0.5,1.0,Fruits et légumes
"Champignon, oronge vraie, crue",23.2,1.7,2.45,0.3,50.0,1.2,1.0,Fruits et légumes
"Jus de raisin, pur jus",69.2,0.14,16.3,0.057,45.0,7.3,0.0,Boissons
"Champignon, cépe, cru",31.6,1.93,3.03,0.43,50.0,1.5,1.0,Fruits et légumes
"Champignon, rosé des prés, cru",25.3,1.7,2.45,0.4,50.0,1.2,1.0,Fruits et légumes
"Chicorée rouge, crue",50.0,3.0,1.6,0.1,50.0,0.8,1.0,Fruits et légumes
"Chicorée verte, crue",50.0,1.0,0.5,0.5,50.0,0.2,1.0,Fruits et légumes
"Rutabaga, cuit",50.0,1.8,4.26,0.18,50.0,2.1,1.0,Fruits et légumes
"Citrouille, pulpe, crue",50.0,0.5,6.0,0.1,50.0,3.0,1.0,Fruits et légumes
"Chou chinois ou pak-choi ou pé-tsai, cru",50.0,1.05,1.65,0.2,50.0,0.8,1.0,Fruits et légumes
"Poivron jaune, cru",30.7,1.2,4.73,0.3,50.0,2.4,1.0,Fruits et légumes
"Tomate, pulpe, appertisée",26.1,1.8,3.63,0.5,15.0,0.5,1.0,Fruits et légumes
"Jus de grenade, pur jus",0.0,0.1,13.0,0.29,50.0,6.5,0.0,Boissons
"Tomate, purée, appertisée",47.1,2.38,7.54,0.4,15.0,1.1,1.0,Fruits et légumes
"Laitue romaine, crue",50.0,2.1,1.2,0.3,30.0,0.4,1.0,Fruits et légumes
"Tomate cerise, crue",33.7,1.2,5.62,0.5,15.0,0.8,1.0,Fruits et légumes
"Pois mange-tout ou pois gourmand, cru",50.0,2.63,6.2,0.27,50.0,3.1,1.0,Fruits et légumes
Jus de pruneau,35.0,0.45,18.7,0.039,50.0,9.4,0.5,Boissons
"Oignon, séché",50.0,9.2,75.0,0.46,50.0,37.5,1.0,Fruits et légumes
"Panais, cru",58.3,4.7,10.1,0.4,50.0,5.0,1.0,Fruits et légumes
"Haricot mungo germé ou pousse de ""soja"", cru",50.0,1.7,3.4,0.5,50.0,1.7,1.0,Fruits et légumes
"Bambou, pousses, appertisées, égouttées",50.0,1.25,1.9,0.15,50.0,1.0,1.0,Fruits et légumes
"Tomate, séchée",50.0,12.3,43.3,2.99,15.0,6.5,1.0,Fruits et légumes
"Jus de raisin, é base de concentré",68.8,0.15,16.0,0.11,45.0,7.2,0.0,Boissons
"Tomate cételée ou coeur de boeuf, crue",19.8,0.9,3.23,0.5,15.0,0.5,1.0,Fruits et légumes
"Haricots blancs é la sauce tomate, appertisés",200.0,5.5,10.1,0.4,15.0,1.5,10.0,Plats préparés
"Haricot beurre, cru",50.0,2.45,5.6,0.16,50.0,2.8,1.0,Fruits et légumes
"Topinambour, cru",60.7,2.1,11.5,0.31,50.0,5.8,1.0,Fruits et légumes
"Salsifis noir, ou scorsonére d'Espagne, cru",50.0,3.3,15.3,0.3,50.0,7.6,1.0,Fruits et légumes
"Bambou, pousse, crue",35.1,1.45,5.08,0.2,50.0,2.5,1.0,Fruits et légumes
"Cresson alénois, cru",50.0,1.35,2.2,0.6,50.0,1.1,1.0,Fruits et légumes
"Laitue iceberg, crue",50.0,1.15,2.45,0.18,30.0,0.7,1.0,Fruits et légumes
"Rutabaga, cru",50.0,2.6,5.7,0.13,50.0,2.8,1.0,Fruits et légumes
"Champignon noir, séché",50.0,2.0,0.0,0.075,50.0,0.0,1.0,Fruits et légumes
"Haricot beurre, surgelé, cru",50.0,2.33,4.9,0.17,50.0,2.4,1.0,Fruits et légumes
"Brocoli, surgelé, cru",50.0,2.77,1.56,0.44,15.0,0.2,1.0,Fruits et légumes
"Brocoli, surgelé, cuit",50.0,3.0,2.36,0.11,15.0,0.4,1.0,Fruits et légumes
"Chou de Bruxelles, surgelé, cru",50.0,4.28,4.5,0.33,50.0,2.2,1.0,Fruits et légumes
"Chou de Bruxelles, surgelé, cuit",50.0,4.1,4.22,0.39,50.0,2.1,1.0,Fruits et légumes
"Carotte, surgelée, crue",50.0,2.76,4.99,0.27,15.0,0.7,1.0,Fruits et légumes
"Carotte, surgelée, cuite",32.9,3.3,4.52,0.68,15.0,0.7,1.0,Fruits et légumes
"Concombre, pulpe, cru",14.7,0.8,2.23,0.5,50.0,1.1,1.0,Fruits et légumes
"Champignon, lentin comestible ou shiitaké, séché",316.0,11.5,63.9,0.99,50.0,32.0,1.0,Fruits et légumes
"Champignon, lentin comestible ou shiitaké, cuit",60.9,2.1,12.3,0.22,50.0,6.2,1.0,Fruits et légumes
"Petits pois et carottes, surgelés, crus",50.0,4.3,7.1,0.37,15.0,1.1,1.0,Fruits et légumes
"Petits pois et carottes, surgelés, cuits",50.0,3.1,7.02,0.42,15.0,1.1,1.0,Fruits et légumes
"Pois mange-tout ou pois gourmand, bouilli/cuit é l'eau",30.5,2.8,3.39,0.3,50.0,1.7,1.0,Fruits et légumes
"Roquette, crue",50.0,1.6,2.1,0.66,50.0,1.0,1.0,Fruits et légumes
"Chou frisé, cru",50.0,4.9,4.2,1.07,50.0,2.1,1.0,Fruits et légumes
"Chou frisé, cuit",50.0,2.0,3.63,0.4,50.0,1.8,1.0,Fruits et légumes
"Chou chinois (pak-choi ou pé-tsai), cuit",50.0,1.35,0.75,0.17,50.0,0.4,1.0,Fruits et légumes
"Champignon de Paris ou champignon de couche, surgelé, cru",15.9,1.97,0.83,0.25,50.0,0.4,1.0,Fruits et légumes
"Jus de mangue, frais",0.0,0.0,9.5,0.0,45.0,4.3,0.0,Boissons
"Courgette, pulpe et peau, surgelée, crue",50.0,1.48,2.18,0.14,50.0,1.1,1.0,Fruits et légumes
"Crosne, surgelé, cru",50.0,2.0,8.7,0.0,50.0,4.4,1.0,Fruits et légumes
"Artichaut, fond, surgelé, cru",50.0,7.54,8.09,0.43,50.0,4.0,1.0,Fruits et légumes
"Maés doux, surgelé, cru",50.0,2.8,19.8,0.78,50.0,9.9,1.0,Fruits et légumes
"Navet, surgelé, cru",50.0,1.85,2.0,0.18,50.0,1.0,1.0,Fruits et légumes
"Oignon, surgelé, cru",50.0,2.65,5.39,0.12,50.0,2.7,1.0,Fruits et légumes
"Poireau, surgelé, cru",26.7,2.55,3.35,0.29,50.0,1.7,1.0,Fruits et légumes
"Salsifis, surgelé, cru",50.0,5.8,4.15,0.15,50.0,2.1,1.0,Fruits et légumes
"Oignon rouge, cru",36.3,2.5,5.63,0.4,50.0,2.8,1.0,Fruits et légumes
"Oignon jaune, cru",37.8,2.6,6.39,0.5,50.0,3.2,1.0,Fruits et légumes
"Jus de fruit de la passion ou maracudja, frais",0.0,0.2,14.3,0.18,45.0,6.4,0.0,Boissons
"Piperade basquaise, préemballée",200.0,3.4,6.5,3.8,50.0,3.2,10.0,Plats préparés
"Cardon, cuit",50.0,1.7,3.63,0.11,50.0,1.8,1.0,Fruits et légumes
"Tomate, pulpe et peau, bouillie/cuite é l'eau",50.0,0.7,2.8,0.11,15.0,0.4,1.0,Fruits et légumes
"Pois mange-tout ou pois gourmands, cuits",50.0,3.1,5.92,0.38,50.0,3.0,1.0,Fruits et légumes
"Jus de pamplemousse (pomélo), maison",0.0,0.1,9.1,0.1,50.0,4.6,0.0,Boissons
"échalote, cuite",50.0,3.4,13.5,0.5,50.0,6.8,1.0,Fruits et légumes
"Tomate, séchée, é l'huile",187.0,5.63,13.4,11.7,15.0,2.0,1.0,Fruits et légumes
"Haricots verts, purée",50.0,3.3,4.2,2.9,50.0,2.1,1.0,Fruits et légumes
"Légumes (3-4 sortes en mélange), purée",61.8,3.3,4.25,3.4,50.0,2.1,1.0,Fruits et légumes
"Brocoli, purée",50.0,2.39,2.75,0.38,15.0,0.4,1.0,Fruits et légumes
"Jus de tomate, pur jus, salé é 3 g/L",23.2,0.23,4.13,0.17,15.0,0.6,0.0,Boissons
"Tomate, coulis, appertisé (purée de tomates mi-réduite é 11%)",50.0,2.6,8.53,0.2,15.0,1.3,1.0,Fruits et légumes
"Carotte, purée",31.5,3.1,5.06,0.3,15.0,0.8,1.0,Fruits et légumes
"Poélée de légumes assaisonnés sans champignon, surgelée, crue",81.2,3.6,12.1,1.77,50.0,6.0,10.0,Plats préparés
"Légumes pour potages, surgelés, crus",34.1,2.86,4.69,0.44,50.0,2.3,1.0,Fruits et légumes
"Courgette, purée",50.0,1.5,6.5,1.9,50.0,3.2,1.0,Fruits et légumes
"Julienne ou brunoise de légumes, surgelée, crue",50.0,2.28,4.08,0.25,50.0,2.0,1.0,Fruits et légumes
"Légumes pour ratatouille, surgelés",50.0,1.67,3.23,0.089,50.0,1.6,1.0,Fruits et légumes
"Printaniére de légumes, surgelée, crue (haricots verts, carottes, pomme de terre, petits pois, oignons)",50.0,3.62,8.48,0.078,85.0,7.2,1.0,Fruits et légumes
"Tomate, double concentré, appertisé",92.8,3.62,17.0,0.29,15.0,2.6,1.0,Fruits et légumes
"Haricot plat, cru",50.0,2.97,4.47,0.12,50.0,2.2,1.0,Fruits et légumes
"Jus de pamplemousse (pomelo), pur jus",42.5,0.15,8.89,0.083,50.0,4.4,0.0,Boissons
"épinard, jeunes pousses pour salades, cru",18.3,2.4,0.85,0.4,15.0,0.1,1.0,Fruits et légumes
"Macédoine de légumes, surgelée, pré-cuite (é recuire)",54.5,5.45,6.8,0.28,50.0,3.4,1.0,Fruits et légumes
"Mesclun ou salade, mélange de jeunes pousses",50.0,2.0,2.5,0.0,15.0,0.4,1.0,Fruits et légumes
"Poélée de légumes assaisonnés é l'asiatiques ou wok de légumes, surgelée, crue",200.0,2.55,5.83,3.93,50.0,2.9,10.0,Plats préparés
"Poélée de légumes assaisonnés grillée, méridionale ou méditerranéenne, surgelée, crue",200.0,4.14,4.33,1.77,50.0,2.2,10.0,Plats préparés
"Poivron rouge, appertisé, égoutté",50.0,1.7,4.42,0.77,50.0,2.2,1.0,Fruits et légumes
"Tomate ronde, crue",20.3,1.0,3.59,0.5,15.0,0.5,1.0,Fruits et légumes
"Asperge blanche, bouillie/cuite é l'eau",18.6,1.3,1.63,0.3,50.0,0.8,1.0,Fruits et légumes
"Céleri-rave, purée",50.0,4.01,2.83,0.18,50.0,1.4,1.0,Fruits et légumes
"Asperge, verte, crue",50.0,2.15,2.03,0.27,50.0,1.0,1.0,Fruits et légumes
"Jus de citron, pur jus",0.0,0.4,6.1,0.29,50.0,3.0,0.0,Boissons
"Chou romanesco ou brocoli é pomme, cru",50.0,2.35,2.2,0.4,15.0,0.3,1.0,Fruits et légumes
"Asperge, blanche ou violette, pelée, crue",50.0,1.8,2.5,0.3,50.0,1.2,1.0,Fruits et légumes
"Salicorne (Salicornia sp.), fraéche",50.0,2.46,1.1,0.24,50.0,0.6,1.0,Fruits et légumes
"Petits pois, purée",50.0,4.8,8.0,2.8,50.0,4.0,1.0,Fruits et légumes
"épinard, purée",50.0,2.2,5.2,2.2,50.0,2.6,1.0,Fruits et légumes
"Salade sucrine, crue",17.9,0.8,2.58,0.3,15.0,0.4,1.0,Fruits et légumes
"Tomate, pulpe et peau, rétie/cuite au four",31.1,2.2,4.13,0.6,15.0,0.6,1.0,Fruits et légumes
"Chou romanesco ou brocoli é pomme, cuit",35.8,4.3,2.03,0.8,15.0,0.3,1.0,Fruits et légumes
"Potimarron, pulpe, cuit é l'étouffée",44.8,3.3,7.05,0.5,50.0,3.5,1.0,Fruits et légumes
"Courge musquée, pulpe, cuite",30.7,1.8,5.24,0.5,50.0,2.6,1.0,Fruits et légumes
"Haricot coco, bouilli/cuit é l'eau",131.0,15.8,13.7,0.5,50.0,6.8,1.0,Fruits et légumes
"Salade feuille de chéne, crue",14.3,1.8,1.03,0.5,15.0,0.2,1.0,Fruits et légumes
"Brédes chou de Chine ou bok choy ou pak choé, tiges et feuilles, cuites é la vapeur, prélevées é La Réunion (Brassica rapa subsp. Chinensis)",17.7,1.3,1.7,0.3,50.0,0.8,1.0,Fruits et légumes
"Chayote ou christophine ou chouchou, pulpe avec pépins, cuite é la vapeur, prélevée é La Réunion (Sechium edule)",22.2,1.4,3.5,0.3,50.0,1.8,1.0,Fruits et légumes
"Carotte, purée cuisinée é la créme, préemballée",44.4,3.0,4.57,1.6,15.0,0.7,1.0,Fruits et légumes
"Asperge verte, bouillie/cuite é l'eau",26.6,2.2,1.73,0.3,50.0,0.9,1.0,Fruits et légumes
"Jus de citron vert, maison",0.0,0.4,1.69,0.07,50.0,0.8,0.0,Boissons
"Aubergine, pulpe et peau, rétie/cuite au four",33.8,1.9,3.83,0.3,50.0,1.9,1.0,Fruits et légumes
"Bette ou blette, céte et feuille, bouillie/cuite é l'eau",16.9,2.5,1.43,0.3,50.0,0.7,1.0,Fruits et légumes
"Brocoli, bouilli/cuit é l'eau, croquant",23.5,2.6,1.23,0.4,15.0,0.2,1.0,Fruits et légumes
"Brocoli, bouilli/cuit é l'eau, fondant",23.1,3.0,1.03,0.5,15.0,0.2,1.0,Fruits et légumes
"Brocoli, cuit é la vapeur",37.6,2.2,2.53,0.7,15.0,0.4,1.0,Fruits et légumes
"Carotte, bouillie/cuite é l'eau, croquante",35.7,3.2,6.33,0.3,15.0,0.9,1.0,Fruits et légumes
"Carotte, bouillie/cuite é l'eau, fondante",31.6,3.3,5.73,0.3,15.0,0.9,1.0,Fruits et légumes
"Carotte, cuite é la vapeur",41.6,3.7,7.33,0.3,15.0,1.1,1.0,Fruits et légumes
"Chou blanc, bouilli/cuit é l'eau",23.5,2.7,3.23,0.3,50.0,1.6,1.0,Fruits et légumes
"Chou de Bruxelles, bouilli/cuit é l'eau",45.4,4.8,5.4,0.3,50.0,2.7,1.0,Fruits et légumes
"Jus de citron vert, pur jus",0.0,0.45,1.24,0.23,50.0,0.6,0.0,Boissons
"Chou rouge, cuit é l'étouffée",34.9,3.0,5.7,0.3,50.0,2.8,1.0,Fruits et légumes
"Chou vert, bouilli/cuit é l'eau",21.6,3.3,1.83,0.3,50.0,0.9,1.0,Fruits et légumes
"Chou-fleur, cuit é la vapeur",30.1,1.8,3.41,0.3,50.0,1.7,1.0,Fruits et légumes
"Courgette, pulpe et peau, rétie/cuite au four",23.0,1.7,3.13,0.3,50.0,1.6,1.0,Fruits et légumes
